ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,Christmas Day,Christmas Day_lower,Christmas Day_upper,Christmas Day (observed),Christmas Day (observed)_lower,Christmas Day (observed)_upper,Columbus Day,Columbus Day_lower,Columbus Day_upper,Independence Day,Independence Day_lower,Independence Day_upper,Independence Day (observed),Independence Day (observed)_lower,Independence Day (observed)_upper,Juneteenth National Independence Day,Juneteenth National Independence Day_lower,Juneteenth National Independence Day_upper,Juneteenth National Independence Day (observed),Juneteenth National Independence Day (observed)_lower,Juneteenth National Independence Day (observed)_upper,Labor Day,Labor Day_lower,Labor Day_upper,Martin Luther King Jr. Day,Martin Luther King Jr. Day_lower,Martin Luther King Jr. Day_upper,Memorial Day,Memorial Day_lower,Memorial Day_upper,New Year's Day,New Year's Day_lower,New Year's Day_upper,New Year's Day (observed),New Year's Day (observed)_lower,New Year's Day (observed)_upper,Thanksgiving Day,Thanksgiving Day_lower,Thanksgiving Day_upper,Veterans Day,Veterans Day_lower,Veterans Day_upper,Veterans Day (observed),Veterans Day (observed)_lower,Veterans Day (observed)_upper,Washington's Birthday,Washington's Birthday_lower,Washington's Birthday_upper,additive_terms,additive_terms_lower,additive_terms_upper,holidays,holidays_lower,holidays_upper,monthly,monthly_lower,monthly_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2021-01-19,511.88965370848837,238.2431602165964,552.9450363880338,511.88965370848837,511.88965370848837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-117.05042043982351,-117.05042043982351,-117.05042043982351,0.0,0.0,0.0,-125.25335652504329,-125.25335652504329,-125.25335652504329,-202.86286724112648,-202.86286724112648,-202.86286724112648,211.06580332634627,211.06580332634627,211.06580332634627,0.0,0.0,0.0,394.8392332686649
2021-01-20,517.8163444862358,262.9814625075298,586.1596012463312,517.8163444862358,517.8163444862358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-92.28803044644864,-92.28803044644864,-92.28803044644864,0.0,0.0,0.0,-128.5029422021131,-128.5029422021131,-128.5029422021131,-181.7052463443049,-181.7052463443049,-181.7052463443049,217.92015809996937,217.92015809996937,217.92015809996937,0.0,0.0,0.0,425.5283140397872
2021-01-21,523.7430352639832,435.95573811611666,778.664423940422,523.7430352639832,523.7430352639832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.21814203315962,85.21814203315962,85.21814203315962,0.0,0.0,0.0,-123.57790500344642,-123.57790500344642,-123.57790500344642,-16.87141849399298,-16.87141849399298,-16.87141849399298,225.6674655305991,225.6674655305991,225.6674655305991,0.0,0.0,0.0,608.9611772971429
2021-01-22,529.6697260417307,637.5495520209481,949.8178948839385,529.6697260417307,529.6697260417307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,266.24286357240743,266.24286357240743,266.24286357240743,0.0,0.0,0.0,-119.05455362655167,-119.05455362655167,-119.05455362655167,151.09902358531312,151.09902358531312,151.09902358531312,234.19839361364618,234.19839361364618,234.19839361364618,0.0,0.0,0.0,795.9125896141381
2021-01-23,535.5964168194781,719.985676259871,1032.3882559339775,535.5964168194781,535.5964168194781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,334.6402803241771,334.6402803241771,334.6402803241771,0.0,0.0,0.0,-118.85439412846206,-118.85439412846206,-118.85439412846206,210.10629700229234,210.10629700229234,210.10629700229234,243.38837745034692,243.38837745034692,243.38837745034692,0.0,0.0,0.0,870.2366971436552
2021-01-24,541.5231075972255,604.2099460189779,941.3828397466109,541.5231075972255,541.5231075972255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232.10375136977493,232.10375136977493,232.10375136977493,0.0,0.0,0.0,-120.53433574332662,-120.53433574332662,-120.53433574332662,99.53715595064426,99.53715595064426,99.53715595064426,253.10093116245724,253.10093116245724,253.10093116245724,0.0,0.0,0.0,773.6268589670004
2021-01-25,547.4497983749729,464.21538336496,787.7636146974905,547.4497983749729,547.4497983749729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.48830032888921,85.48830032888921,85.48830032888921,0.0,0.0,0.0,-118.39995216101724,-118.39995216101724,-118.39995216101724,-59.30294445874503,-59.30294445874503,-59.30294445874503,263.1911969486515,263.1911969486515,263.1911969486515,0.0,0.0,0.0,632.9380987038621
2021-01-26,553.3764891527205,345.75027487532867,690.2012067570163,553.3764891527205,553.3764891527205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-37.621631669952244,-37.621631669952244,-37.621631669952244,0.0,0.0,0.0,-108.2683964674626,-108.2683964674626,-108.2683964674626,-202.86286724117008,-202.86286724117008,-202.86286724117008,273.5096320386804,273.5096320386804,273.5096320386804,0.0,0.0,0.0,515.7548574827683
2021-01-27,559.3031799304678,413.201661467475,740.4445741933539,559.3031799304678,559.3031799304678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.220487485588322,12.220487485588322,12.220487485588322,0.0,0.0,0.0,-89.97999795410217,-89.97999795410217,-89.97999795410217,-181.7052463441898,-181.7052463441898,-181.7052463441898,283.90573178388036,283.90573178388036,283.90573178388036,0.0,0.0,0.0,571.5236674160561
2021-01-28,565.2298707082153,607.6121754343479,925.500963326206,565.2298707082153,565.2298707082153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211.03363552840372,211.03363552840372,211.03363552840372,0.0,0.0,0.0,-66.32663349202042,-66.32663349202042,-66.32663349202042,-16.871418493835744,-16.871418493835744,-16.871418493835744,294.2316875142599,294.2316875142599,294.2316875142599,0.0,0.0,0.0,776.263506236619
2021-01-29,571.1565614859628,817.1602279223074,1151.3205572511813,571.1565614859628,571.1565614859628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,415.1839864470193,415.1839864470193,415.1839864470193,0.0,0.0,0.0,-40.260918197720144,-40.260918197720144,-40.260918197720144,151.0990235853964,151.0990235853964,151.0990235853964,304.345881059343,304.345881059343,304.345881059343,0.0,0.0,0.0,986.3405479329822
2021-01-30,577.0832522637102,929.4197510887672,1248.2056130390486,577.0832522637102,577.0832522637102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,511.0206097784045,511.0206097784045,511.0206097784045,0.0,0.0,0.0,-13.201811075499556,-13.201811075499556,-13.201811075499556,210.10629700240034,210.10629700240034,210.10629700240034,314.11612385150374,314.11612385150374,314.11612385150374,0.0,0.0,0.0,1088.1038620421145
2021-01-31,583.0099430414576,860.8770788775796,1173.1776717529824,583.0099430414576,583.0099430414576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,437.45140976971146,437.45140976971146,437.45140976971146,0.0,0.0,0.0,14.49169671031314,14.49169671031314,14.49169671031314,99.53715595053376,99.53715595053376,99.53715595053376,323.4225571088647,323.4225571088647,323.4225571088647,0.0,0.0,0.0,1020.461352811169
2021-02-01,588.9366338192051,743.595901542587,1065.4278337858375,588.9366338192051,588.9366338192051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,315.00328696134255,315.00328696134255,315.00328696134255,0.0,0.0,0.0,42.146090960636904,42.146090960636904,42.146090960636904,-59.3029444588548,-59.3029444588548,-59.3029444588548,332.1601404595606,332.1601404595606,332.1601404595606,0.0,0.0,0.0,903.9399207805477
2021-02-02,594.8633245969525,631.9468129933666,966.2855356134554,594.8633245969525,594.8633245969525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205.7142070319253,205.7142070319253,205.7142070319253,0.0,0.0,0.0,68.33640508863799,68.33640508863799,68.33640508863799,-202.86286724125443,-202.86286724125443,-202.86286724125443,340.24066918454173,340.24066918454173,340.24066918454173,0.0,0.0,0.0,800.5775316288778
