ds,y
2021-04-27,1118.5290778203173
2021-04-28,1035.219216728163
2021-04-29,1429.2065657088654
2021-04-30,1574.2124929679746
2021-05-01,1659.0950420978722
2021-05-02,1422.5693395863761
2021-05-03,1508.1119653803928
2021-05-04,1131.3391629364282
2021-05-05,1374.3852096027883
2021-05-06,1703.5445963612142
2021-05-07,1567.1054093456933
2021-05-08,1679.7559102103487
2021-05-09,1661.2493418163501
2021-05-10,1429.5458154668765
2021-05-11,1196.781941873036
2021-05-12,1366.4536094314217
2021-05-13,1382.5827106400866
2021-05-14,1676.7574250487717
2021-05-15,1566.846619789142
2021-05-16,1689.8050296447252
2021-05-17,1249.8172949415941
2021-05-18,1137.6969206970348
2021-05-19,1235.1636376142408
2021-05-20,1143.4567311039127
2021-05-21,1421.4350699409802
2021-05-22,1558.7490524887726
2021-05-23,1151.6507643201899
2021-05-24,1140.5596140266828
2021-05-25,1013.5327281421526
2021-05-26,1079.6320909259603
2021-05-27,1025.511053597192
2021-05-28,1187.8669405440407
2021-05-29,1441.9059319057421
2021-05-30,1344.3985864285232
2021-05-31,1188.512142556467
2021-06-01,1099.4008266427466
2021-06-02,1041.7582413794955
2021-06-03,1305.7733493142462
2021-06-04,1500.4596416961342
2021-06-05,1479.52018739685
2021-06-06,1664.2052872598085
2021-06-07,1367.066818080407
2021-06-08,1087.033299189076
2021-06-09,1294.5346896724232
2021-06-10,1275.3813642879584
2021-06-11,1606.0430210953243
2021-06-12,1685.0267686041102
2021-06-13,1373.5658114061173
2021-06-14,1353.2972922504828
2021-06-15,1145.1973303115753
2021-06-16,1172.2129721623867
2021-06-17,1391.4820006314553
2021-06-18,1305.4003886750652
2021-06-19,1277.0012969502288
2021-06-20,1138.2760883448716
2021-06-21,943.6419442462633
2021-06-22,869.5763682277849
2021-06-23,910.8203554339777
2021-06-24,1037.1717708335761
2021-06-25,1248.1490886744386
2021-06-26,1222.5792420932355
2021-06-27,1279.1117970841594
2021-06-28,945.5438032017278
2021-06-29,1137.2783065142728
2021-06-30,967.6324654512658
2021-07-01,990.0299469395547
2021-07-02,1158.3698387543732
2021-07-03,1397.8234513241923
2021-07-04,1261.277005449818
2021-07-05,1207.241490333684
2021-07-06,1082.2071218273543
2021-07-07,1064.789094135233
2021-07-08,1147.1798408146576
2021-07-09,1251.3987176278024
2021-07-10,1416.6756160684172
2021-07-11,1449.4654676145033
2021-07-12,1201.388447167706
2021-07-13,915.4176606567308
2021-07-14,1054.181675579686
2021-07-15,1195.3116151076983
2021-07-16,1201.707408569868
2021-07-17,1329.9814609658072
2021-07-18,1194.2464558465438
2021-07-19,868.0869109764183
2021-07-20,863.4324713870233
2021-07-21,873.9638071214135
2021-07-22,1047.8748368924578
2021-07-23,1188.3894349963716
2021-07-24,987.8377746001968
2021-07-25,930.9299785024308
2021-07-26,901.6292134423707
2021-07-27,783.0836071948863
2021-07-28,813.0908714547605
2021-07-29,1309.8768643435176
2021-07-30,1166.4220511835315
2021-07-31,1305.0062685163552
2021-08-01,1222.0607121591827
2021-08-02,1048.3936114581763
2021-08-03,858.2704847792013
2021-08-04,1013.2913160120668
2021-08-05,1032.875144154029
2021-08-06,1272.596672627131
2021-08-07,1322.8675247536132
2021-08-08,1299.7551543205273
2021-08-09,1357.1945810929194
2021-08-10,816.7096319166415
2021-08-11,1085.6766832287778
2021-08-12,990.8872297486354
2021-08-13,1251.389232315676
2021-08-14,1442.5808531409214
2021-08-15,1221.6624359941616
2021-08-16,906.0844274940586
2021-08-17,789.1196175289967
2021-08-18,917.2736176268755
2021-08-19,893.4927941239297
2021-08-20,1124.5574676843119
2021-08-21,1140.8416269932598
2021-08-22,959.3605659982725
2021-08-23,1052.394967835934
2021-08-24,770.6102863181306
2021-08-25,522.447958258791
2021-08-26,895.3561200684452
2021-08-27,985.4681826851329
2021-08-28,1211.235757581887
2021-08-29,976.6630835675036
2021-08-30,898.5866826540315
2021-08-31,867.7289816951702
2021-09-01,955.2121000023982
2021-09-02,928.3339657107502
2021-09-03,1210.9912583044002
2021-09-04,1284.734473650914
2021-09-05,1202.0254548749376
2021-09-06,1294.8340857947956
2021-09-07,1054.4917454862232
2021-09-08,920.1180080926015
2021-09-09,1291.647379878601
2021-09-10,1576.3453319694386
2021-09-11,1519.0028736798424
2021-09-12,1160.0059638824448
2021-09-13,1074.4133075268128
2021-09-14,1105.8368121889646
2021-09-15,903.54333776419
2021-09-16,1139.2537802539061
2021-09-17,1308.9048678040072
2021-09-18,1169.2806593515072
2021-09-19,1138.6475705118987
2021-09-20,625.9507625250903
2021-09-21,706.9389818827624
2021-09-22,790.591099066507
2021-09-23,830.8045808443352
2021-09-24,1281.6542712221863
2021-09-25,1038.1973145440845
2021-09-26,1056.7680334087568
2021-09-27,959.3918290126891
2021-09-28,991.2779882244116
2021-09-29,751.3010545061466
2021-09-30,1190.2190090561892
2021-10-01,1273.4147092359121
2021-10-02,1267.593251043271
2021-10-03,1355.6999301669953
2021-10-04,1191.7596423324871
2021-10-05,1021.4347957327233
2021-10-06,1136.5525316252092
2021-10-07,1262.0589784644233
2021-10-08,1494.4263505228073
2021-10-09,1619.3378274416996
2021-10-10,1625.8898426095361
2021-10-11,1171.2939839106757
2021-10-12,1379.9068653283643
2021-10-13,979.5823868049755
2021-10-14,1290.572130816172
2021-10-15,1508.6059685736543
2021-10-16,1512.7207807387563
2021-10-17,1306.091424333181
2021-10-18,1151.010102786505
2021-10-19,976.8797694795135
2021-10-20,966.1710839758649
2021-10-21,1240.0961193119424
2021-10-22,1342.3230434311506
2021-10-23,1287.7404873908654
2021-10-24,1353.757632650331
2021-10-25,1127.5246389171186
2021-10-26,1067.2532470026829
2021-10-27,1086.495637852448
2021-10-28,1111.5045428559208
2021-10-29,1331.2070159254101
2021-10-30,1552.4587196756447
2021-10-31,1482.7041275028835
2021-11-01,985.2648411472602
2021-11-02,915.1020510734961
2021-11-03,1088.5741979535783
2021-11-04,1084.6002330286499
2021-11-05,1395.0776347534274
2021-11-06,1406.0101641783947
2021-11-07,1335.5384243285653
2021-11-08,1312.3561830260662
2021-11-09,1173.7502541759825
2021-11-10,1197.1194286601462
2021-11-11,1392.2039535543904
2021-11-12,1420.7093391147662
2021-11-13,1532.1101210852232
2021-11-14,1324.2467167722216
2021-11-15,1195.6795927525895
2021-11-16,1005.9233526641964
2021-11-17,1025.6836811051542
2021-11-18,1200.5951586614913
2021-11-19,1203.032479872743
2021-11-20,1534.4052194479161
2021-11-21,1119.3346577799093
2021-11-22,918.1876679470467
2021-11-23,1030.5544378335671
2021-11-24,1017.3810892921473
2021-11-25,1157.9953107127233
2021-11-26,1638.9505072047266
2021-11-27,2154.890482545406
2021-11-28,1802.0969643070287
2021-11-29,1559.5270925319599
2021-11-30,1197.6247597727515
2021-12-01,1220.7644849134192
2021-12-02,1295.0787670531595
2021-12-03,1430.4184254272016
2021-12-04,1576.0073469089018
2021-12-05,1592.2091532877128
2021-12-06,1353.3155116372184
2021-12-07,1231.1501321751034
2021-12-08,1377.996098807539
2021-12-09,1539.8016547734237
2021-12-10,1636.795224411108
2021-12-11,1699.7332309514113
2021-12-12,1673.668754383944
2021-12-13,1323.628916364776
2021-12-14,1190.6496028124438
2021-12-15,1560.8780829713362
2021-12-16,1737.5708419104562
2021-12-17,1931.6508102960283
2021-12-18,2083.1375654869857
2021-12-19,1907.9480214831513
2021-12-20,1615.090117202845
2021-12-21,1491.4209065882037
2021-12-22,1402.049202644078
2021-12-23,1642.3356164376
2021-12-24,1780.019590203026
2021-12-25,1605.6260141899415
2021-12-26,1411.7501520566893
2021-12-27,1393.4827102361655
2021-12-28,1397.2342657108936
2021-12-29,1282.520009906331
2021-12-30,1514.459190268838
2021-12-31,1743.889149846896
2022-01-01,1730.4523341104127
2022-01-02,1739.3352557567353
2022-01-03,1583.407225678137
2022-01-04,1504.602995574135
2022-01-05,1468.920031997738
2022-01-06,1723.0887740395995
2022-01-07,1956.380911910845
2022-01-08,2125.1868353755694
2022-01-09,1993.5020955029104
2022-01-10,1943.8307168946696
2022-01-11,1526.1808447788446
2022-01-12,1700.8542683276385
2022-01-13,1765.0055631157254
2022-01-14,2111.2737644052168
2022-01-15,1847.3702294606003
2022-01-16,1728.4554218394449
2022-01-17,1555.8505939652932
2022-01-18,1257.075527958617
2022-01-19,1414.5720167957502
2022-01-20,1519.491815182148
2022-01-21,1759.6865034684945
2022-01-22,1826.5821804673342
2022-01-23,1883.808482383058
2022-01-24,1621.0016597246988
2022-01-25,1354.0509474792073
2022-01-26,1356.0006059192187
2022-01-27,1662.4483834367857
2022-01-28,1670.6808118896788
2022-01-29,2073.129287895312
2022-01-30,1948.8404168434763
2022-01-31,1646.878594702576
2022-02-01,1735.9649813564604
2022-02-02,2097.829951015163
2022-02-03,2131.906279277868
2022-02-04,2461.9293663460853
2022-02-05,2262.90397505919
2022-02-06,2291.922326882846
2022-02-07,2196.017778723408
2022-02-08,2087.3283364054773
2022-02-09,2060.450685803442
2022-02-10,2311.671969589592
2022-02-11,2297.3127281368943
2022-02-12,2432.49476277927
2022-02-13,2347.0243456539088
2022-02-14,2190.8301726099317
2022-02-15,2062.084904433207
2022-02-16,1870.8072987994883
2022-02-17,1949.6927850843238
2022-02-18,2368.834255678686
2022-02-19,2308.2787868283554
2022-02-20,2088.166780844502
2022-02-21,2130.589969096845
2022-02-22,1854.6326410870481
2022-02-23,1976.666149232002
2022-02-24,2014.889681170765
2022-02-25,2386.6996408002856
2022-02-26,2428.120201301099
2022-02-27,2155.4470818658506
2022-02-28,2129.8343109888647
2022-03-01,2003.0371382182195
2022-03-02,2125.9655625582736
2022-03-03,2072.124968842765
2022-03-04,2433.6915884443542
2022-03-05,2559.6878597049513
2022-03-06,2214.5940971131513
2022-03-07,2124.99744612097
2022-03-08,1937.3431644723482
2022-03-09,2148.9481505783915
2022-03-10,2403.7199409753334
2022-03-11,2648.735097692895
2022-03-12,2559.471038520891
2022-03-13,2612.54708798158
2022-03-14,2123.351068275553
2022-03-15,1947.3191829646876
2022-03-16,2106.3444589123474
2022-03-17,2268.9480795359223
2022-03-18,2360.872108990848
2022-03-19,2183.890754015557
2022-03-20,2259.258003439359
2022-03-21,1937.1084823129538
2022-03-22,1986.8151788531443
2022-03-23,1955.1685673314491
2022-03-24,1955.7835987674143
2022-03-25,2152.237722073773
2022-03-26,2151.188383907396
2022-03-27,2160.928939507287
2022-03-28,2098.793818348699
2022-03-29,1796.2513626271798
2022-03-30,1983.9970006529884
2022-03-31,2051.057653167859
2022-04-01,2215.3004289345217
2022-04-02,2369.856891170623
2022-04-03,2214.034395454011
2022-04-04,2118.4389413102713
2022-04-05,1958.0869194148354
2022-04-06,2317.4435070479335
2022-04-07,2290.903623604124
2022-04-08,2395.554847049171
2022-04-09,2552.768762044981
2022-04-10,2430.0582433079694
2022-04-11,2242.5317907450617
2022-04-12,2192.7478696282674
2022-04-13,2209.907022096623
2022-04-14,2206.0199239103463
2022-04-15,2338.658404038321
2022-04-16,2395.823447210585
2022-04-17,2068.145073896655
2022-04-18,1940.5429061217649
2022-04-19,2072.3688051209565
2022-04-20,2087.404068054367
2022-04-21,2015.4391263722875
2022-04-22,2236.103518958911
2022-04-23,2245.9451028605195
2022-04-24,2414.9312818094636
2022-04-25,2037.1161508997452
2022-04-26,1786.494216188161
2022-04-27,1726.2650688506499
2022-04-28,1817.19506555038
2022-04-29,2176.4941984197017
2022-04-30,2156.977709218539
2022-05-01,2020.869757562322
2022-05-02,1951.334307403531
2022-05-03,1811.7702841216305
2022-05-04,2134.718811969003
2022-05-05,2226.4572353828794
2022-05-06,2324.0846168681933
2022-05-07,2549.2646652585186
2022-05-08,2331.041581501513
2022-05-09,2073.5954054096483
2022-05-10,2192.145923468144
2022-05-11,2109.6294443331612
2022-05-12,2089.0426809735063
2022-05-13,2321.4593362176797
2022-05-14,2288.489742005372
2022-05-15,2118.7285303570116
2022-05-16,2146.451015075539
2022-05-17,2088.4419307162084
2022-05-18,1741.7925321735556
2022-05-19,2049.2426879068316
2022-05-20,2056.9801307993334
2022-05-21,2098.1485300491436
2022-05-22,1966.1688277020064
2022-05-23,1741.8491585843392
2022-05-24,1690.9437473690657
2022-05-25,1608.873169031789
2022-05-26,1858.6592870141008
2022-05-27,1989.4483652509389
2022-05-28,2033.1254895071877
2022-05-29,1884.9064783432048
2022-05-30,1761.5777910014413
2022-05-31,1792.3115455217649
2022-06-01,1809.6487527992615
2022-06-02,1834.018626248125
2022-06-03,2131.415833219226
2022-06-04,2279.155528007233
2022-06-05,1967.9911764244412
2022-06-06,2036.896501077402
2022-06-07,1809.445021514225
2022-06-08,1962.9599014791002
2022-06-09,1981.5134005681643
2022-06-10,2039.958293902818
2022-06-11,2107.4544997323214
2022-06-12,2168.88351277328
2022-06-13,1997.9270215394592
2022-06-14,1733.9120646312458
2022-06-15,1878.3636190867937
2022-06-16,1762.6903043382888
2022-06-17,2051.2728997067456
2022-06-18,1958.4370670879152
2022-06-19,1886.7811748137285
2022-06-20,1750.7262125181269
2022-06-21,1506.6541733926315
2022-06-22,1547.1490019127848
2022-06-23,1811.640918282146
2022-06-24,1801.2907794877385
2022-06-25,1990.2040877914812
2022-06-26,1698.061989442888
2022-06-27,1694.6351215453199
2022-06-28,1672.2081919282186
2022-06-29,1314.8981071838393
2022-06-30,1648.5652357874658
2022-07-01,1972.680605845966
2022-07-02,1977.4084223338918
2022-07-03,1969.1697047873133
2022-07-04,1725.8268040521523
2022-07-05,1697.4491259230774
2022-07-06,1715.351923130118
2022-07-07,2013.630740788303
2022-07-08,2100.4048758324843
2022-07-09,2174.888696863838
2022-07-10,2010.4656015042174
2022-07-11,1827.0324471020585
2022-07-12,1700.1529909072044
2022-07-13,1786.6195986326645
2022-07-14,1830.879334229509
2022-07-15,2039.8951843435195
2022-07-16,2246.139152029162
2022-07-17,2001.094032439212
2022-07-18,1675.232887999203
2022-07-19,1671.451247424995
2022-07-20,1497.3791303282194
2022-07-21,1451.2228543677484
2022-07-22,1691.570230389571
2022-07-23,1640.7930394042696
2022-07-24,1684.0171386855136
2022-07-25,1538.2294031589338
2022-07-26,1577.3768553943798
2022-07-27,1464.3781331069094
2022-07-28,1565.5006606478753
2022-07-29,1848.7292774687835
2022-07-30,1621.6461089031734
2022-07-31,1797.8048789023462
2022-08-01,1705.7685315082501
2022-08-02,1386.8688039925476
2022-08-03,1697.875895828158
2022-08-04,1792.9076914194718
2022-08-05,1907.938495938015
2022-08-06,2093.4656617255782
2022-08-07,2184.0788125698323
2022-08-08,1816.7903621216058
2022-08-09,1709.0202194218102
2022-08-10,1659.8767815129156
2022-08-11,1763.7045662065623
2022-08-12,2085.3463472719905
2022-08-13,1958.1285680643412
2022-08-14,1937.6094404923797
2022-08-15,1685.0998893738213
2022-08-16,1629.7973793740105
2022-08-17,1604.5252775696388
2022-08-18,1791.04631931633
2022-08-19,1769.9522170553894
2022-08-20,1823.0897521271215
2022-08-21,1634.8330787357443
2022-08-22,1495.0334237361644
2022-08-23,1438.8407057777422
2022-08-24,1486.4554005832458
2022-08-25,1462.0001244096193
2022-08-26,1807.9803294673807
2022-08-27,1923.2904432326015
2022-08-28,1752.1666815611773
2022-08-29,1746.9178057853426
2022-08-30,1384.6322056600548
2022-08-31,1386.068510199272
2022-09-01,1511.1352460266446
2022-09-02,2035.1124683455357
2022-09-03,2040.807747143313
2022-09-04,1908.5757877890676
2022-09-05,1798.0927788045094
2022-09-06,1559.4611454771668
2022-09-07,1955.9153104667303
2022-09-08,1885.6338846909707
2022-09-09,2055.902465196233
2022-09-10,2177.0697033663846
2022-09-11,2056.263012544287
2022-09-12,1848.1818744227508
2022-09-13,1608.755645900134
2022-09-14,1734.530021197637
2022-09-15,1999.0840083525802
2022-09-16,2083.3205657988865
2022-09-17,2138.2850010380394
2022-09-18,1808.4634626650356
2022-09-19,1562.5102353816842
2022-09-20,1503.1631002114268
2022-09-21,1521.5253900931295
2022-09-22,1757.8779205716928
2022-09-23,1634.1444320948262
2022-09-24,2010.906615626159
2022-09-25,1753.4786394237965
2022-09-26,1564.2516650236637
2022-09-27,1399.3545710745063
2022-09-28,1376.585942663411
2022-09-29,1798.4105536578627
2022-09-30,1918.3635516557106
2022-10-01,1873.4260648569361
2022-10-02,1816.3634793007016
2022-10-03,1776.0339324264833
2022-10-04,1889.1037325421678
2022-10-05,1748.8219816739206
2022-10-06,1801.2311203229267
2022-10-07,2116.2351210458196
2022-10-08,2191.1074476556278
2022-10-09,1870.7909470445247
2022-10-10,1970.8481440396042
2022-10-11,1832.4520406592767
2022-10-12,1940.4894042220274
2022-10-13,2192.9475167481487
2022-10-14,2269.77476604226
2022-10-15,2168.719828610413
2022-10-16,1970.780070607829
2022-10-17,2142.661877100394
2022-10-18,1744.3628768155045
2022-10-19,1735.8929686290587
2022-10-20,1857.738409341877
2022-10-21,2025.7403728610525
2022-10-22,2035.1121348282607
2022-10-23,1891.3498205317005
2022-10-24,1718.9427668843562
2022-10-25,1651.2945813084016
2022-10-26,1629.7610124474209
2022-10-27,1776.1943294436653
2022-10-28,2044.2980208433003
2022-10-29,2093.1460014132304
2022-10-30,2208.8254435705435
2022-10-31,1656.3950026411367
2022-11-01,1945.6762416389652
2022-11-02,2019.271525668163
2022-11-03,1872.6197440565309
2022-11-04,2246.1910911589307
2022-11-05,2334.4442594589796
2022-11-06,2168.3312620951287
2022-11-07,2083.764570174009
2022-11-08,1947.0733443504096
2022-11-09,2265.9991402464593
2022-11-10,2338.1901272510036
2022-11-11,2536.2341775253863
2022-11-12,2533.2753963856135
2022-11-13,2245.217839500474
2022-11-14,2118.007286195543
2022-11-15,2077.9222391906414
2022-11-16,1905.0504158247927
2022-11-17,2223.2176231625076
2022-11-18,2269.5638974530466
2022-11-19,2292.7617410664116
2022-11-20,2291.031241103763
2022-11-21,2077.753639207696
2022-11-22,1865.1552234395274
2022-11-23,2032.8149166510227
2022-11-24,1958.0056052638745
2022-11-25,2600.147154827636
2022-11-26,3170.1622473642255
2022-11-27,2808.6206336945966
2022-11-28,2526.3412996436077
2022-11-29,2077.305086601403
2022-11-30,2149.4900187497287
2022-12-01,2223.490904198445
2022-12-02,2392.926227244655
2022-12-03,2646.9815465058364
2022-12-04,2417.7189351509487
2022-12-05,2210.8400414942043
2022-12-06,2105.7248753789104
2022-12-07,2369.2628861730627
2022-12-08,2350.019499858289
2022-12-09,2833.8261266419013
2022-12-10,2517.6347039523
2022-12-11,2806.9226440049965
2022-12-12,2483.533111666918
2022-12-13,2321.953771504992
2022-12-14,2283.485576765893
2022-12-15,2807.6887285606867
2022-12-16,2907.68778279885
2022-12-17,3057.1972713509026
2022-12-18,2843.571926877569
2022-12-19,2653.1680458681494
2022-12-20,2459.612320021002
2022-12-21,2493.5548538643084
2022-12-22,2665.1539568940166
2022-12-23,2620.527470844237
2022-12-24,2713.2207224863932
2022-12-25,2535.406093147595
2022-12-26,2317.4028404841147
2022-12-27,2177.0678278474184
2022-12-28,2240.3694364904713
2022-12-29,2448.960507076968
2022-12-30,2556.9817020912615
2022-12-31,2626.545287402646
2023-01-01,2669.680081993809
2023-01-02,2418.5280463002264
2023-01-03,2472.5641015410606
2023-01-04,2317.079734651394
2023-01-05,2770.236061767488
2023-01-06,2907.2084014495235
2023-01-07,2966.5667542353362
2023-01-08,2964.782266711197
2023-01-09,2872.2301183330214
2023-01-10,2689.594363519598
2023-01-11,2422.3488026540062
2023-01-12,2618.2831508701975
2023-01-13,2835.037007038937
2023-01-14,2940.3549190232147
2023-01-15,2876.544868961939
2023-01-16,2556.7428619352995
2023-01-17,2501.170041958074
2023-01-18,2402.4888592541593
2023-01-19,2541.4305270886116
2023-01-20,2606.063832687416
2023-01-21,2695.900610431099
2023-01-22,2549.674499601904
2023-01-23,2409.2664210841067
2023-01-24,2489.985766864812
2023-01-25,2315.8563343265064
2023-01-26,2833.952274425752
2023-01-27,2802.7498803449334
2023-01-28,2853.481668282571
2023-01-29,2685.6674390584253
2023-01-30,2701.5099876161007
2023-01-31,2486.0868177781767
2023-02-01,2611.3794889275446
2023-02-02,3038.1324148482577
2023-02-03,2970.916991521987
2023-02-04,3184.6967023532306
2023-02-05,2935.2393098685534
2023-02-06,2852.932518685193
2023-02-07,2928.5537261621926
2023-02-08,2719.8440087511194
2023-02-09,3115.9459920504405
2023-02-10,3168.0417387853204
2023-02-11,3090.873740239465
2023-02-12,3104.837873832701
2023-02-13,2948.2193990965716
2023-02-14,2768.2128667545194
2023-02-15,2543.2997861390986
2023-02-16,2747.7185737884683
2023-02-17,2932.2494309466592
2023-02-18,2980.5398948279476
2023-02-19,2933.547519848627
2023-02-20,2695.9625777485767
2023-02-21,2405.4752022861103
2023-02-22,2585.1950532264395
2023-02-23,2749.7220535499328
2023-02-24,2909.1509085159073
2023-02-25,3025.5120564874733
2023-02-26,2921.4969809185127
2023-02-27,2730.1895180389306
2023-02-28,2578.097954815896
2023-03-01,2466.047271840299
2023-03-02,2852.609326021381
2023-03-03,3026.5294896272903
2023-03-04,3122.9978687239154
2023-03-05,2907.7344481062255
2023-03-06,2784.6131132625496
2023-03-07,2901.7559991689304
2023-03-08,2833.9720472731237
2023-03-09,3069.81923573819
2023-03-10,3179.1805297341607
2023-03-11,3241.1738145841573
2023-03-12,3237.733730246387
2023-03-13,2911.518565790917
2023-03-14,2835.7181245228967
2023-03-15,2779.6741464580373
2023-03-16,2905.285539724666
2023-03-17,3054.074687336149
2023-03-18,3134.7141264630445
2023-03-19,2941.4981075759633
2023-03-20,2912.02704227502
2023-03-21,2545.436006591187
2023-03-22,2609.6522681848114
2023-03-23,2709.267551029891
2023-03-24,3044.562146584874
2023-03-25,2965.2212551025345
2023-03-26,2950.834944762431
2023-03-27,2527.301801285934
2023-03-28,2586.6989406042967
2023-03-29,2681.104353438261
2023-03-30,2765.31373086585
2023-03-31,3049.9057594888977
2023-04-01,2974.8694912238266
2023-04-02,3103.4219465243805
2023-04-03,3049.1867476992898
2023-04-04,2689.3041476075223
2023-04-05,2727.9210813870627
2023-04-06,3089.4144090540926
2023-04-07,3286.5774869029665
2023-04-08,3149.501344262375
2023-04-09,3077.636331834343
2023-04-10,2923.052958566829
2023-04-11,2691.6740296123626
2023-04-12,2744.8680586885134
2023-04-13,2868.300143122748
2023-04-14,3035.1546197355915
2023-04-15,3140.334877616904
2023-04-16,3045.5463142529766
2023-04-17,2972.6088174131996
2023-04-18,2561.3799582655115
2023-04-19,2745.2416947948104
2023-04-20,2739.6187305198555
2023-04-21,2889.494877422535
2023-04-22,2992.362739004192
2023-04-23,2697.903676045913
2023-04-24,2658.9071211839055
2023-04-25,2503.4439790329825
2023-04-26,2550.556060217547
2023-04-27,2678.545448008378
2023-04-28,3066.4125242112273
2023-04-29,2827.47104253328
2023-04-30,2763.739636171247
2023-05-01,2603.9589828985318
2023-05-02,2512.7716649861673
2023-05-03,2550.432038480812
2023-05-04,2906.8046017440547
2023-05-05,3119.5991066793804
2023-05-06,3001.406214163451
2023-05-07,2903.1201979707544
2023-05-08,2876.8082171065653
2023-05-09,2662.207360945589
2023-05-10,2804.7202045789677
2023-05-11,2906.9386301888276
2023-05-12,2890.740924674741
2023-05-13,3239.9850090953714
2023-05-14,3152.247329922683
2023-05-15,2713.508391580309
2023-05-16,2583.598677992596
2023-05-17,2637.4662522136105
2023-05-18,2754.332493225181
2023-05-19,2914.8707419654315
2023-05-20,3072.247267232512
2023-05-21,2727.948088564613
2023-05-22,2463.1737021589206
2023-05-23,2256.3210662997544
2023-05-24,2319.609474054602
2023-05-25,2521.091115399597
2023-05-26,2858.595280763989
2023-05-27,2681.9704573318936
2023-05-28,2667.3022474630384
2023-05-29,2480.244810943382
2023-05-30,2492.7196480758894
2023-05-31,2665.1729630640393
2023-06-01,2528.9417735234083
2023-06-02,2721.7554424145605
2023-06-03,2958.286558026351
2023-06-04,2855.2588803326266
2023-06-05,2823.203977904612
2023-06-06,2595.295015686512
2023-06-07,2537.552891410272
2023-06-08,2791.767714644166
2023-06-09,3014.044519793918
2023-06-10,3043.0986684567984
2023-06-11,2913.6622065959787
2023-06-12,2785.0628247677573
2023-06-13,2654.534539808183
2023-06-14,2671.7513803551687
2023-06-15,2717.217268987946
